利用日	利用店名・商品名	利用者	支払方法	利用金額	支払手数料	支払総額	2月支払金額	3月繰越残高	新規サイン	決済日	備考
2025/4/23	口座振替	ＲＴＫ　ペイペイ	1,000		11,600,821			振替支払い
2025/4/25	口座振替３	キコウヤチン０４ガツ	114,300		11,486,521			振替支払い
2025/4/28	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,485,341			振替支払い
2025/4/28	口座振替４	ラクテンカ－ドサ－ビ	237,906		11,247,435			振替支払い
2025/4/28	振込６	カ）アイエスエス		760,067	12,007,502			振替入金
2025/5/8	口座振替	ＲＴＫ　ペイペイ	2,000		12,005,502			振替支払い
2025/5/9	口座振替	ＲＴＫ　ペイペイ	2,000		12,003,502			振替支払い
2025/5/26	口座振替３	キコウヤチン０５ガツ	114,300		11,889,202			振替支払い
2025/5/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,888,022			振替支払い
2025/5/27	口座振替４	ラクテンカ－ドサ－ビ	194,418		11,693,604			振替支払い
2025/5/28	振込６	カ）アイエスエス		369,958	12,063,562			振替入金
2025/6/25	口座振替３	キコウヤチン０６ガツ	114,300		11,949,262			振替支払い
2025/6/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,948,082			振替支払い
2025/6/27	口座振替４	ラクテンカ－ドサ－ビ	173,893		11,774,189			振替支払い
2025/6/27	振込６	カ）アイエスエス		369,958	12,144,147			振替入金
2025/7/25	口座振替３	キコウヤチン０７ガツ	114,300		12,029,847			振替支払い
2025/7/28	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		12,028,667			振替支払い
2025/7/28	口座振替４	ラクテンカ－ドサ－ビ	208,451		11,820,216			振替支払い
2025/7/30	振込ＩＢ１	パク　ジヨンフアン		29,112	11,849,328			振替入金
2025/7/31	振込６	カ）アイエスエス		387,712	12,237,040			振替入金
2025/8/18	利息	ス－パ－フツウ		9,081	12,246,121			振替入金
2025/8/19	口座振替	ＲＴＫ　ペイペイ	2,000		12,244,121			振替支払い
2025/8/25	口座振替３	キコウヤチン０８ガツ	114,300		12,129,821			振替支払い
2025/8/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		12,128,641			振替支払い
2025/8/27	口座振替４	ラクテンカ－ドサ－ビ	749,650		11,378,991			振替支払い
2025/8/28	振込６	カ）アイエスエス		370,183	11,749,174			振替入金
2025/9/6	口座振替	ＲＴＫ　ペイペイ	1,000		11,748,174			振替支払い
2025/9/8	カードＣ１	セブンギンコウＡＴＭ	30,000		11,718,174			支払い
2025/9/11	口座振替	ＲＴＫ　ペイペイ	1,000		11,717,174			振替支払い
2025/9/25	口座振替３	キコウヤチン０９ガツ	114,300		11,602,874			振替支払い
2025/9/29	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,601,694			振替支払い
2025/9/29	口座振替４	ラクテンカ－ドサ－ビ	184,704		11,416,990			振替支払い
2025/9/29	振込６	カ）アイエスエス		370,183	11,787,173			振替入金
2025/10/11	振込ＩＢ１	ソン　ベクリヨン	8,293		11,778,880			振替支払い
2025/10/24	振込ＩＢ１	パク　ジヨンフアン	3,500		11,775,380			振替支払い
2025/10/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,774,200			振替支払い
2025/10/27	口座振替３	キコウヤチン１０ガツ	114,300		11,659,900			振替支払い
2025/10/27	口座振替４	ラクテンカ－ドサ－ビ	165,074		11,494,826			振替支払い
2025/10/30	振込６	カ）アイエスエス		370,183	11,865,009			振替入金
2025/10/31	口座振替	ＲＴＫ　ペイペイ	40,000		11,825,009			振替支払い
2025/11/3	振込ＩＢ１	パク　ジヨンフアン		6,264	11,831,273			振替入金
2025/11/18	ゆうちょ	リヨウキヨク０１７０２	120,000		11,711,273			支払い
2025/11/25	口座振替３	キコウヤチン１１ガツ	114,300		11,596,973			振替支払い
2025/11/27	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,595,793			振替支払い
2025/11/27	口座振替４	ラクテンカ－ドサ－ビ	229,869		11,365,924			振替支払い
2025/11/27	振込６	カ）アイエスエス		370,183	11,736,107			振替入金
2025/11/28	カードＣ１	セブンギンコウＡＴＭ	200,000		11,536,107			支払い
2025/12/14	振込ＩＢ１	パク　ジヨンフアン		15,600	11,551,707			振替入金
2025/12/25	口座振替３	キコウヤチン１２ガツ	114,300		11,437,407			振替支払い
2025/12/25	振込６	カ）アイエスエス		370,183	11,807,590			振替入金
2025/12/29	口座振替３	ＣＳＳ（ミツイスミカイ	1,180		11,806,410			振替支払い
2025/12/29	口座振替４	ラクテンカ－ドサ－ビ	208,882		11,597,528			振替支払い
2025/12/30	口座振替	ＲＴＫ　ペイペイ	2,000		11,595,528			振替支払い

	売上	売上（その他）	クレカ	経費						賃貸	ＮＵＲＯ光	通信費				保険1	保険2	保険3		youtube premi	amazon prime	
1月	¥735,000 	¥0 	¥225,642 							¥113,100 	¥2,090 	¥1,807 	¥6,523 	¥3,492 	¥6,626 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	3998
2月	¥735,000 	¥0 	¥496,809 							¥113,100 	¥2,090 	¥1,818 	¥5,714 	¥5,737 	¥0 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
3月	¥748,500 	¥0 	¥201,317 							¥113,100 	¥2,090 	¥1,788 	¥5,848 	¥4,670 	¥5,841 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
4月	¥760,067 	¥0 	¥324,340 							¥114,300 	¥2,090 	¥2,076 	¥4,866 	¥4,250 	¥0 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
5月	¥369,958 	¥0 	¥135,226 							¥114,300 	¥2,090 	¥2,015 	¥2,952 	¥3,740 	¥4,532 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
6月	¥369,958 	¥0 	¥304,554 	¥41,316						¥114,300 	¥2,090 	¥2,302 	¥2,157 	¥2,958 	¥0 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
7月	¥387,712 	¥0 	¥306,867 							¥114,300 	¥2,090 	¥1,972 	¥2,011 	¥3,705 	¥4,532 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
8月	¥370,183 	¥0 	¥157,707 							¥114,300 	¥2,090 	¥2,137 	¥1,466 	¥3,841 	¥0 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
9月	¥370,183 	¥0 	¥432,739 							¥114,300 	¥2,090 	¥1,873 	¥1,551 	¥8,659 	¥5,317 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
10月	¥370,183 	¥0 	¥272,996 							¥114,300 	¥2,090 	¥1,854 	¥1,723 	¥7,722 	¥0 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
11月	¥370,183 	¥0 	¥121,659 							¥114,300 	¥2,090 	¥1,766 	¥3,291 	¥5,854 	¥5,579 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
12月	¥370,183 	¥0 	¥163,366 							¥114,300 	¥2,540 	¥1,818 	¥5,621 	¥4,135 	¥0 	¥1,180 	¥440 	¥5,670 		¥1,280 	¥600 	
合計	¥5,957,110 	¥0 	¥3,143,222 							¥1,368,000 	¥25,530 	¥23,226 	¥43,723 	¥58,763 	¥32,427 	¥14,160 	¥5,280 	¥68,040 		¥15,360 	¥7,200 	
